title_found,label
Junior SIP / VoIP Support Engineer,1.0
Full-Stack JavaScript Developer,1.0
Vehicle Sales Executive,1.0
Parts Team,0.0
Vehicle Mechanic,1.0
Driver - Collection and Deliveries,1.0
Head of Innovation,1.0
Creative Marketing Executive,1.0
Operations,0.0
Customer Service Supervisor,1.0
Senior Director,1.0
Campaign Coordinator,1.0
Stephen Bairfelt,0.0
Richi Turner,0.0
Trevor Wilkinson,0.0
Bob Qureshi,0.0
Judith Holmes,0.0
Ames Holmes,0.0
Supervisor/RAS Recruiter,1.0
Kate Rowlegde,0.0
Interviewer,0
Filippo Greco,0.0
ISO Auditor,1.0
Simon Wontner,0.0
iOS Developer,1.0
Node Developer,1.0
Commissioning Engineer x 2,1.0
Manchester,0.0
Projects Sales Manager,1.0
Leeds,0.0
Senior Field Service Engineer x 4,1.0
Nationwide,0.0
Service / Commissioning / Strategic Engineer x 1,1.0
Service / Commissioning Engineer x 2,1.0
Service / Commissioning engineer,1.0
Durham,0.0
Service/Commissioning Engineer,1.0
Small Works Delivery Engineer,1.0
Technical Application Manager,1.0
Service/Commissioning/Strategic Engineer,1.0
Chepstow,0.0
Hand sanitiser in each of our suites,0.0
Faster check-in times reduced from our usual 90  seconds to 60 seconds. An express check out facility; these changes are  implemented in order to reduce any unnecessary gatherings,0.0
"Youâ€™ll be asked to reserve a table for  breakfast, just as you might do for an evening meal. This is designed to ensure  safe distancing",0.0
Youâ€™ll now be served by our waiting staff at our  breakfast buffet stations rather than the self-serving facility we previously  offered,0.0
Our restaurant Monadh Dining is now open until 10 pm in  line with the latest Covid-19 measures announced by First Minister Nicola  Sturgeon.,0.0
STAY,0.0
Eat,0.0
Explore,0.0
Weddings,0.0
Offers,0.0
Find us,0.0
Full cooked Scottish,0.0
breakfast included,0.0
Children,0.0
under 12,0.0
stay free,0.0
Night Auditor,1.0
Full & Part Time Waiters,1.0
Full & Part time Room Attendants,1.0
Responsibility,0.0
Integrity,0.0
Partnering,0.0
Keeping You Safe,0.0
HOTEL SERVICES,0.0
Press & Awards,0.0
Gift Vouchers,0.0
Brochures,0.0
Videos,0.0
TripAdvisor,0.0
Design Director,1.0
Head of Logistics,1.0
PA to Operations Director,1.0
Project Administration Assistant,1.0
Trainee Contract Engineer,1.0
Pipe-Fitter,1.0
CNC Engineer - Programmer,1.0
Mechanical CAD Technician,1.0
Plater,1.0
Service Engineers,1.0
Furniture Designer,1.0
Cost Consultant,1.0
MEP Cost Consultant,1.0
Safety Manager,1.0
Accounts Payable Specialist,1.0
IT Support Assistant,1.0
Senior Project Manager - Hotel Construction,1.0
Project Cost Controls Consultant,1.0
Graduate Quantity Surveyor,1.0
Quantity Surveyors - All levels,1.0
Graduate Project Manager,1.0
Production Supervisor,1.0
Purchase Ledger Clerk,1.0
Paid Ads Specialist,1.0
Barrister at Cloisters Chambers,1.0
Mr S,0.0
Mr E,0.0
BARRISTER AT 3PB,1.0
"Want to know more about what it really means to work with us, hear it from within. Our current and former team members share their experience with you here.",0.0
New business and marketing intern,1.0
Sales and marketing manager,1.0
Project coordination intern,1.0
Insurance Broker,1.0
Brewer,1.0
Sales Ambassador,1.0
Front & Back of House,0
Assistant Branch Manager,1.0
Internal Sales Person,1.0
Yard Operative,1.0
HGV Class 2 Driver with Lorry mounted crane experience,1.0
Visit our Indeed Jobs Page for the latest Beers Careers job postings,0.0
A2E Limited,0.0
"Please note: Due to the stunning, remote location of Stonerush Lakes and Southern Halt, you will require your own transport.",0.0
"To find out more and to apply, please email your CV to",0.0
Info@charteroak.co.uk,0.0
founder and investor,1.0
head of lending,1.0
lending officer,1.0
Marketing Communications Manager,1.0
CEO & Co-Founder,1.0
Product Evangelist & Co-Founder,1.0
Chief revenue officer,1.0
Head of Professional Services,1.0
Head of Data & Product,1.0
Sales Administration Assistant,1.0
Head of Communication,1.0
Assistant Marketing,0.0
Content Copywriter,1.0
Content Manager,1.0
International Business Developer,1.0
Business Developer,1.0
SEO Strategist,1.0
Technical SEO Strategist,1.0
Sales Development Strategist,1.0
Wealth Manager,1.0
Visiting Angels East Staffordshire,0.0
"Locations Burton on Trent, Barton under Needwood, Lichfield, Tamworth, Swadlincote",0.0
10.20-10.50 an hour â€“ part time / permanent,0.0
About Visiting Angels,0.0
Visiting Angels South Yorkshire,0.0
Locations Sheffield / Barnsley / Penistone / Silkstone / Chapeltown / Wooley,0.0
10.20-11.00 an hour â€“ part time / permanent,0.0
* Highest standards of care and support giving independence,0.0
* Reliable regular visits from the same carer(s) that they chose,0.0
* Friendly support from a family of genuinely caring people,0.0
* Carers backed by a business that really cares about them,0.0
* A service which is quick to react and adaptable to change,0.0
Trainee Aftersales Advisor,1.0
Commercial Vehicle Technician,1.0
Experienced Sales Executive,1.0
SEO Executive,1.0
KÄ±demli Ä°ÅŸ Analisti & Test UzmanÄ±,0.0
Software Developer (C++),1.0
Software Development Engineer (Frontend),1.0
Web&Mobile Group Manager,1.0
Software Test Engineer,1.0
07/12/2022,0.0
"To manage a variety of projects are completed to budget and deadlines. The role will cover both large scale maintenance and refurbishment projects, as well as the completion of the construction of new locomotives in the TPUK Locomotive Range.",0.0
Â£40k + benefits,0.0
Recovery Operative (on call / shift),1.0
"Allowing RSS attend multiple rail incidents simultaneously, and on a 24/7 basis, a Recovery Operative is able to promptly attend a variety of rail incidents, typically derailments, and work within a recovery team to complete the re-railing / wheel-skating / jacking operations etc.",0.0
Â£30k + Â£200 / shift,0.0
Senior Locomotive Engineer,1.0
Developing and managing internal procedures to ensure the RSS shunting locomotives are meeting the increasing standards of the industry.,0.0
Wishaw / Nationwide,0.0
"Â£35â€”Â£50k, based on ability and experience",0.0
Locomotive Technician,1.0
Completing all levels of maintenance on the expanding and diversifying fleet of RSS shunting locomotives to then expected high standards required.,0.0
"Â£25â€”Â£40k, based on ability and experience",0.0
Security Officer,1.0
Cafe' Manager,1.0
Catering Administrator,1.0
Kitchen Porter - Mon - Fri,1.0
Kitchen Assistant Mon-Fri 7:30-14:00,1.0
Chef de Partie (term time only),1.0
General Assistant - Mon- Fri,1.0
General Catering Assistant - Mon-Fri (Term Time),1.0
School Cook - Term Time Only,1.0
Hospitality Sous Chef - Mon - Fri,1.0
School Cook Manager - Gravesend,1.0
Weekend Chef,1.0
Experienced Barista,1.0
Catering Manager,1.0
Ops Admin Assistant,1.0
Hospitality Assistant Monday-Friday,1.0
Fine Dining Waiter / Waitress,1.0
Catering and Vending Assistant Swindon,1.0
Food Service Assistant - Mon - Fri,1.0
Food Service Assistant,1.0
General Assistant/Kitchen porter,1.0
NIGHT Chef De Partie,1.0
Sandwich Chef,1.0
Events Supervisor,1.0
Fine Dining Head Chef,1.0
Front of House Team Member,1.0
Executive Chef - Mon - Fri (term-time only),1.0
Catering/Pizza Assistant,1.0
Event Sales and Marketing Executive,1.0
Catering Assistant - Mon - Fri,1.0
"Chef Manager - Monday to Thursday, half day Friday",1.0
Relief Chef Manager,1.0
Event Hospitality Assistant,1.0
Front of House/Catering Assistant,1.0
Venue Sales Manager,1.0
Chef Manager Maternity Leave,1.0
Hospitality Event Supervisor,1.0
Executive Chef - Cleveland Clinic,1.0
Back of House Supervisor,1.0
Conference & Events Porter,1.0
Development Chef Manager,1.0
Hospitality Supervisor,1.0
"Food Services Assistant (Nights only - 4 on, 4 off)",1.0
"Cook Supervisor (Nights - 4 days on, 4 days off)",1.0
Chef Manager - Mon - Fri,1.0
Chef de Partie - Mon - Fri,1.0
Senior Chef De Partie Monday - Friday 6am-2.30pm,1.0
Back of House Manager,1.0
Hospitality Assistant - Mon - Fri,1.0
Chef de Partie - Predominately Mon - Fri,1.0
Royal Opera House Restaurant Manager,1.0
Hospitality Assistant,1.0
Casual Chef De Partie at Southampton Football Club,1.0
Chef - Mon - Fri,1.0
Head Of Health and Safety,1.0
"Catering Assistant/Kitchen Porter, Mon to Thu",1.0
Catering Assistant (term-time only) - Mon - Fri,1.0
Nights General Assistant,1.0
Catering Assistant Monday - Friday,1.0
Hospitality General Assistant,1.0
People Business Partner,1.0
"Chef - Daytime hours,  two weeks rota, every other weekend",1.0
Assistant Chef Manager,1.0
Kitchen Porter - Mon - Fri (term-time only),1.0
General Assistant/Kitchen Hand,1.0
General Assistant - Mon - Fri (term-time only),1.0
Dining Room Assistant - Mon - Fri (term-time only),1.0
Colleague Events and Experience Co-ordinator,1.0
Barista/ CSA,1.0
Flexible Receptionist,1.0
Catering Assistant - Mon - Fri (term-time only),1.0
Cleaner - Mon - Fri - (6am - 9am or 3.45pm - 7pm),1.0
Hospitality Porter/Hospitality Assistant,1.0
Barista - Maternity Cover,1.0
Chef Manager - 5 over 7 days,1.0
Chef Manager  - Monday - Friday,1.0
Chef de Partie - part-time only,1.0
Kitchen Porter - Predominately Mon - Fri,1.0
Weekend Catering Assistant,1.0
Bar Staff at Southampton Football Club,1.0
Hospitality Assistant - Monday - Friday,1.0
Meeting Centre & Service Desk Administrator,1.0
Hospitality & Events Assistant,1.0
Hospitality Assistant/ Receptionist,1.0
Pastry Commis Chef,1.0
Food Service Porter,1.0
Night Shift - Chef De Partie,1.0
Breakfast Assistant,1.0
Kiosk Staff at Southampton Football Club,1.0
Wait Staff at Southampton Football Club,1.0
Food Service Assistant - Evening/Nights,1.0
Casual Catering Assistant,1.0
General Catering Manager - Windsor Castle,1.0
Afternoon Canteen General Assistant,1.0
IT Service Desk Technician,1.0
EMPLOYMENT SOLICITOR,1.0
LEGAL CASHIER,1.0
QA AUTOMATION ENGINEER,1.0
COVID-19 Company Update,0.0
Monitoring and response,0.0
ensure,0.0
continued operation,0.0
Employee health,0.0
Meetings and site visits,0.0
As the situation develops,0.0
TRAINEE CIVIL ENGINEERING TECHNICIAN,1.0
Our Office,0.0
ASD Consultants,1.0
01986 872 250,0.0
Data Analyst/Scientist â€“ Technical Python lead,1.0
"Data Analyst, UK Poverty Unit",1.0
Head of Business Insights,1.0
Commercial Manager,1.0
'Web Developer at Rhys Welsh Ltd',1.0
'Design Internship at Rhys Welsh Ltd',1.0
Mobile Website Design,0.0
Copywriting,0.0
Web Maintenance,0.0
Website Hosting,0.0
Training Workshops,0.0
Website Security,0.0
Closing Date,0.0
Date Added,0.0
Distance,0.0
Relevance,0.0
Title,0.0
Work Pattern,0.0
Ascending,0.0
Descending,0.0
20,0.0
50,0.0
100,0.0
15,0.0
25,0.0
"10,000",0.0
"20,000",0.0
"30,000",0.0
"40,000",0.0
"50,000",0.0
"60,000",0.0
"70,000 and higher",0.0
East Sussex County Council,0.0
3 days a week â€“ Required to start as soon as possible,0.0
3VA,0.0
Action in rural Sussex,0.0
All Saints C.E. Junior Academy,0.0
Annecy Catholic Primary School,0.0
Ark Alexandra Academy,0.0
Ark Blacklands Primary Academy,0.0
Assessor,1.0
Battle and Langton CE Primary School,0.0
Brede Primary School,0.0
Chailey School,0.0
Chyngton School,0.0
Claverham Community College,0.0
College Central Eastbourne,0.0
College Central Hastings,0.0
Cradle Hill Community Primary School,0.0
Cross in Hand School,0.0
CXK,0.0
Ditchling St Margarets CE Primary and Nursery School,0.0
East Hoathly CE Primary School,0.0
East Hoathly CE Primary School and Nursery,0.0
East Hoathly Nursery,0.0
East Sussex Community Voice,0.0
East Sussex Fire and Rescue Service,0.0
Forest Row CE Primary School,0.0
Frewen Educational Trust Limited,0.0
Frewen Educational Trust Ltd,0.0
Glenleigh Park Primary Academy,0.0
Hailsham Community College,0.0
Harbour Primary and Nursery School,0.0
Headstart,0.0
Headstart School,0.0
Heathfield Community College,0.0
Icklesham CEP School,0.0
Iford and Kingston C of E Primary School,0.0
Iford and Kingston Church of England Primary School,0.0
Iford and Kingston Primary School,0.0
Jarvis Brook School,0.0
King Offa Primary Academy,0.0
Kings Academy Ringmer,0.0
Langney Primary School,0.0
Little Common School,0.0
Manor Primary School,0.0
Maynards Green Primary,0.0
Mile Oak Primary School,0.0
New Horizons,0.0
NHS â€“ Kent Community NHS Foundation Trust,0.0
Ninfield Church of England Primary School,0.0
Northiam CE Primary School,0.0
Northiam CEP Primary School and Honeybees Pre School,0.0
Oak Tree Federation- Laughton CP and Firle CEP School,0.0
Ocklynge School,0.0
Parkland Juniors,0.0
Part Time,0.0
Peacehaven Community School,0.0
Plumpton Primary School,0.0
Polegate School,0.0
Priory School,0.0
Rampion Federation Grovelands Primary School,0.0
Ratton School,0.0
Ringmer Primary and Nursery School,0.0
Robertsbridge Community College,0.0
Sandown School,0.0
Saxon Mount School,0.0
Seaford Head,0.0
Seahaven Academy,0.0
Shinewater Primary School,0.0
Silverdale Primary Academy,0.0
Single Point of Advice,0.0
Sir Henry Fermor C Of E Primary School,0.0
Southover CE Primary School,0.0
St Catherines College,0.0
St Johns C E School,0.0
St Leonards Academy,0.0
St Mary the Virgin Church of England Primary School,0.0
St Pancras Catholic Primary School,0.0
St Philips Catholic Primary School,0.0
St Richards Catholic College,0.0
St Thomas A Becket Catholic Primary School,0.0
"St. Michaels Primary, Withyham",0.0
Staplecross MCP School/The Bridge Federation,0.0
Sussex Learning Trust,0.0
The Baird Primary Academy,0.0
The Eastbourne Academy,0.0
The Hastings Academy,0.0
The Learning HUB,0.0
The Riverside Federation,0.0
The Southfield Trust,0.0
The Southfield Trust/ The Lindfield School,0.0
The Southfields Trust,0.0
The St Leonards Academy,0.0
The Turing School,0.0
The Workplace,0.0
Ticehurst and Flimwell CEP School,0.0
VIG Practitioner,1.0
Warden Park Primary Academy,0.0
Willingdon Community School,0.0
Willingdon Primary School,0.0
Wivelsfield Primary School,0.0
x 2,0.0
YMCA DownsLink Group,0.0
Chris Olds,0.0
Chief Executive of Vistry Partnerships,1.0
Associate Director of Customer Service,1.0
Image Retoucher,1.0
Commercial Photographer,1.0
Portfolio Development Director,1.0
Head of  Sales,1.0
Head of Revenue,1.0
Group Head of Reservations,1.0
Regional People Business Partner,1.0
Director of Business Systems,1.0
"Regional General Manager, London",1.0
"General Manager, The Apartment Collection",1.0
"Regional General Manager, Scotland",1.0
"General Manager, Native Manchester",1.0
Regional Business Manager,1.0
"OTE around Â£60,000 depending on age and experience.",0.0
Customer Service & Claims Advisors,1.0
Based in Waterlooville,0.0
Executive Consultant  - Intelligent Automation,1.0
Organisational Change Manager,1.0
Python-Django Developer,1.0
Business Development Officer,1.0
Finance Systems Transformation Lead,1.0
Digital Software Engineer,1.0
Finance Administrator,1.0
Sales Admin Co-ordinator,1.0
HR Executive,1.0
Logistics Head,1.0
Continental Head,1.0
Operation Executive,1.0
Logistics Co-Ordinator,1.0
Quality Assistant,1.0
Customer  Relationship Executive,1.0
MIS Coordinator,1.0
Qulaity Admin,0
Executive Assistant - Head of Operations,1.0
Customer  Relationship Manager,1.0
Lead Qualifier,0.0
BDE - Team Lead,1.0
Regional Manager - South CRM,1.0
Head of L&D,1.0
Regional Sales Director,1.0
Senior Logistics Co-Ordinator,1.0
Technical Head,1.0
Operations Assistant Manager,1.0
Regional Head,1.0
Training Manager,1.0
Production Executive,1.0
CRM Head,1.0
HR Recruitment Head,1.0
SENIOR INTERIOR DESIGNER,1.0
Auction Yard Operative,1.0
Skipper,1.0
Customer Services Assistant,1.0
Finance Officer AP,1.0
"VACANCY FORÂ SUPPORT WORKER, SWANSEA SUBSTANCE MISUSE",0
VACANCY FORÂ HOUSING FIRST HARM REDUCTION WORKER - SWANSEA,0
Housing Support Officer,1.0
VACANCY FORÂ SENIOR SUPPORT WORKERS - TORFAEN,0
VACANCY FORÂ NIGHT SUPPORT WORKER - SWANSEA SUBSTANCE MISUSE,0
Board Member,0
-1,0.0
-2,0.0
-11,0.0
2D & 3D ANIMATOR/VIDEO EDITOR,1.0
MS D365 FUNCTIONAL CONSULTANT,1.0
SENIOR AUTOMATION TEST ENGINEER,1.0
FULL STACK TECH LEAD,1.0
Welders / Fabricators,1.0
HGV Driver with Yard Duties,1.0
New Product Development Design Engineer,1.0
Service Engineer (based in England),1.0
Draughtsperson,1.0
Technical Sales Engineer,1.0
Project Cost Administrator,1.0
Trainee Accountant,1.0
HGV Class 1 Driver with Yard Duties,1.0
Graduate / Junior Design Engineer,1.0
"Appleman Legal represents a diverse range of clients, and we genuinely care about protecting the rights of individuals and promoting the rule of law. Our success is based on our strong ethical values and our commitment to provide the best service to all clients. We aim to provide the best client experience possible. Our clientsâ€™ feedbacks and reviews speak for themselves.",0.0
"We pride ourselves on being a progressive, forwarding thinking law firm offering quality legal advice and services in private and legally aided disciplines. The Firm is contracted with the Legal Aid Agency to deliver Legal Aid work in Mental Health Law, Mental Capacity & Court of Protection, Family and Children Law. We also undertake private immigration work.",0.0
"We are looking to recruit dedicated and talented individuals who are keen to build a career with us. We are always interested to receive applications from quality candidates, whether experienced or not. We expect candidates to show a commitment to the areas of law we work in. We are committed to providing equal opportunities in employment.",0.0
"This means that all applicants will receive equal treatment regardless of age, disability, gender reassignment, marital status, pregnancy and maternity, race, religion or belief, sex or sexual orientation.",0.0
"If you share our ethos and values and want to be a part of the Appleman Legal family, please apply.",0.0
Monday - Friday 9:30am to 5:30pm,0.0
Saturday - By Appointment only (9:30am - 12:30pm),0.0
Sunday - Closed,0.0
Â© Appleman Legal 2021. All Rights Reserved.,0.0
We are authorised and regulated by the Solicitors Regulation Authority.,0.0
SRA Registration Number 613169.,0.0
People Engagement & Experience Manager,1.0
Kitchen Sales Designer,1.0
Construction Engineer,1.0
Transport  Co-ordinator,1.0
Lead Engineer,1.0
LEAD REACT DEVELOPER,1.0
LEAD JAVASCRIPT DEVELOPER,1.0
MIDDLE / SENIOR DATA ENGINEER (AZURE),1.0
LEAD DATA ENGINEER (AWS),1.0
MIDDLE / SENIOR DATA ENGINEER (AWS),1.0
SENIOR GOLANG DEVELOPER,1.0
DATA ENGINEER (SNOWFLAKE),1.0
MIDDLE / SENIOR BIG DATA ENGINEER (AWS),1.0
MIDDLE / SENIOR PHP DEVELOPER,1.0
MIDDLE / SENIOR DATA ENGINEER,1.0
MIDDLE / SENIOR .NET DEVELOPER,1.0
Client Services Lead,1.0
Design Team Lead,1.0
Web Team Lead,1.0
Cobbs Butchery operates four counters in our farm shops across Berkshire and Hampshire.,0.0
Shop Assistant,1.0
CafÃ© Assistant Manager,1.0
CafÃ© Assistant & Barista,1.0
Play Barn Assistant,1.0
User Experience Designer,1.0
React Front-End Developer,1.0
Lead of Infrastructure (SysAdmin),1.0
All titles,0.0
Barcelona,0.0
"Barcelona, Spain",0.0
Boston,0.0
Copenhagen,0.0
Edinburgh,0.0
France,0.0
"Glasgow/Aberdeen, Scotland",0.0
"Madrid, Spain",0.0
"Manhattan, New York City",0.0
Milan,0.0
Oslo,0.0
Southampton,0.0
"Sydney, Australia",0.0
Taipei,0.0
Tokyo,0.0
Vancouver,0.0
All offices,0.0
Management consulting,0.0
Market intelligence,0.0
Technical advisory,0.0
All expertises,0.0
Customer Service Coordinator,1.0
UK Circuits,0.0
Procurement Manager,1.0
SMT Operator,1.0
Upload CV,0.0
"â€ŒBusiness Development Associate - Tokyo, Japan",1.0
"â€ŒBusiness Development Associate - Osaka, Japan",1.0
"Business Development Associate - Seoul, South Korea",1.0
"Program Coordinator - Tokyo, Japan",1.0
"Program Coordinator - Osaka, Japan",1.0
Admission Advisors (2 positions),1.0
Director Customer Experience,1.0
Head of region Baltic Countries,1.0
Director Contact Center,1.0
Director International Sales and Marketing Operations,1.0
Director Customer Relations,1.0
Member of board,1.0
Member of Board Orange,1.0
Vice President Customer Experience,1.0
Vice President Customer Interaction,1.0
Director Customer Operations,1.0
Head of Division,1.0
"Portishead, Bristol",0.0
"Â£22,000 - Â£30,000 (DOE)",0.0
19th July 2022,0.0
View here,0.0
Judith,0.0
Our communities have the opportunity to achieve their fullest potential in all aspects of life.,0.0
"To be care-giving day-makers, hope-builders, smile-givers, life-changers,Â  community-warriors with the will to make a difference",0.0
Chief Piping Designer on an FLNG Project - Leatherhead (hybrid working),1.0
"â€‹â€‹â€‹â€‹â€‹â€‹â€‹Senior Engineer, Offshore Structures (Fixed and Floating) Basingstoke, 12 months, Hybrid working",1.0
Senior Telecoms Engineer on an LNG FEED - Leatherhead (hybrid working),1.0
Piping Materials Engineer - Leatherhead (hybrid working),1.0
Rotating Technical Advisor on an LNG FEED - Leatherhead (hybrid working),1.0
"Senior Tax Advisor - London Victoria (hybrid working, 3 days office, 2 at home)",1.0
"Senior Offshore Jacket Engineer, Leatherhead, 1 year, Hybrid working",1.0
"Senior Civil Engineer, Leatherhead, 12 months, hybrid working",1.0
"Principal Rotating Equipment Engineer, Leatherhead, 12 months, hybrid working",1.0
"Principal Package Equipment Engineers Leatherhead, 12 months, hybrid working",1.0
"Lead Electrical Engineer, Leatherhead, 12 months, hybrid working",1.0
"Technical Advisor Materials Handling Leatherhead, 12 months, Hybrid working",1.0
"Senior Civil Engineer LNG Feed, Leatherhead 12 months+ (hybrid working).",1.0
"Senior Civil Engineer on an LNG FEED Project , Leathehead,Â  6 months +, Hybrid working",1.0
Admin AssistantÂ  Leatherhead 6 months + (Hybrid working),1.0
"Senior Engineer, Process  Basingstoke (Hybrid Working)",1.0
"Senior Engineer, Environmental Basingstoke, 12 months duration. Hybrid working",1.0
Senior Marine Designe FPSO - Leatherhead (hybrid working),1.0
"Senior Engineer, Offshore Structure Basingstoke 12 months duration. (Hybrid working0",1.0
"Engineer, Weight Control - Basingstoke (hybrid working)",1.0
"Job Title: ICT Specialist London Victoria, Hybrid working, 12 months",1.0
"Engineer, Safety (HSE) - Basingstoke (Hybrid working)",1.0
"Senior Engineer, Technical Safety x 2  - Basingstoke (Hybrid working)",1.0
"Procurement and Contracts Advisor - Northop Cheshire, Hybrid Working",1.0
Process Engineers on Carbon Capture project - London Park Royal (hybrid working),1.0
"Senior Engineer, Project Quality (HSEQ) Basingstoke, 6 to 12 months",1.0
"Engineer, Installation (FPSO/FLNG)  - Basingstoke (Hybrid working)",1.0
Naval Architect (FPSO/FLNG)  - Basingstoke (Hybrid working),1.0
"Engineer, Marine Systems (FPSO/FLNG) - Basingstoke (Hybrid working)",1.0
"4 x Record Support Officers - Hinckley Point C offices in Bridgewater, Somerset.",1.0
Senior Piping Designer (Perm)Â   Woking  (Hybrid working),1.0
"Senior Engineer, Planning and Cost â€‹â€‹â€‹â€‹â€‹â€‹â€‹ -  Basingstoke (Hybrid working)",1.0
"EMERGENCY RESPONSE OPERATOR (Perm)Â   Aberdeen (Hybrid working, 3 days office 2 at home)",1.0
"SENIOR ELECTRICAL ENGINEER (Perm)Â   Aberdeen (Hybrid working, 3 days office 2 at home)",1.0
"Office Administrator - Northop, Wales (Cheshire border â€“ Liverpool Bay)",1.0
Engineering Managers in Leatherhead NGL / LNG project - Leatherhead (hybrid working),1.0
Vendor Management and Administration Assistant - London Victoria (hybrid working),1.0
"Principal Electrical Engineer  Woking (hybrid working, mainly home working)",1.0
Senior Legal Counsel- Maternity Cover - 12 months - London Victoria (hybrid working),1.0
Geoscientist dedicated to Energy Transition activities - London Victoria (hybrid working),1.0
PRINCIPAL ENGINEER â€“ ELECTRICALÂ (Perm) - Woking (hybrid working),1.0
PRINCIPAL TSE ENGINEER - HAZARD REVIEWS (Permanent) - Woking (hybrid working),1.0
"Rig Manager (Perm) - hybrid working  Northop, Wales (Liverpool Bay)",1.0
CommissioningÂ Manager on an LNG FEED - Leatherhead (hybrid working),1.0
Marine Systems Engineer FPSOs  - Leatherhead (hybrid working),1.0
Naval Architect Hydrodynamics Engineer on an FPSO FEED - Leatherhead (hybrid working),1.0
Lead Static Equipment Engineer - Leatherhead (Hybrid Working),1.0
Quality Engineer - Leatherhead (hybrid working),1.0
Naval Architect (Structural) FSPO FEED Project - Leatherhead (hybrid working),1.0
2 x Environmental Engineers  - London/Hybrid Working,1.0
Subcontracts Administrators - London/Hybrid Working,1.0
Buyers - London/Hybrid Working,1.0
Process Engineers LNG - London/Hybrid Working,1.0
"Senior Engineer, Flow Assurance - Basingstoke (Hybrid Working)",1.0
"SENIOR ENGINEER, SAFETY - 12 Months - Basingstoke (Hybrid Working)",1.0
Procurement and Contracts Advisor - London Victoria (hybrid working),1.0
Principal Electrical Designer on an LNG FEED - Leatherhead (hybrid working),1.0
Lead PlannerÂ on an LNG FEED ProjectÂ - Leatherhead (hybrid working),1.0
Engineering Manager - Basingstoke (Hybrid Working),1.0
Permanent staff Senior Planning Engineer Basingstoke Hampshire,1.0
Permanent staff Senior Engineer Naval Basingstoke Hampshire,1.0
Permanent staff Principal Pipelines Engineer Basingstoke Hampshire,1.0
Permanent staff Engineer Technical Safety Basingstoke Hampshire,1.0
Permanent staff Process Engineer Basingstoke Hampshire,1.0
Permanent staff Senior Mechanical Â Static Engineer Basingstoke Hampshire,1.0
Permanent staff Senior Machinery Â Engineer Basingstoke Hampshire,1.0
Permanent staff Instrumentation & Automation Engineer Basingstoke Hampshire,1.0
Permanent staff Electrical Engineer Basingstoke Hampshire,1.0
Mechanical Engineer - Technical Advisor (pumps)Â on an LNG FEED - Leatherhead (hybrid working),1.0
"Senior Engineer, Environmental - Basingstoke (hybrid working)",1.0
"SENIOR ENGINEER, RIGID PIPELINES - 12 Months min - Basingstoke (Hybrid working available)",1.0
"â€‹â€‹â€‹â€‹â€‹â€‹â€‹Senior Designer, Pipelines  - Basingstoke (Hybrid working)",1.0
"SeniorÂ Engineer, Subsea System Integration  - Basingstoke (Hybrid Working)",1.0
"Senior Engineer, Umbilicals - Basingstoke (hybrid working)",1.0
"Senior Engineer, Subsea Structures / Tie-ins - Basingstoke (Hybrid Working)",1.0
"Senior Engineer, Subsea (flexible pipe specialist) - Basingstoke",1.0
"Senior Engineer, Subsea Control Systems  - Basingstoke (Hybrid Working)",1.0
"Subsea Engineer, XT/IWOCS and SPS Specialist - Basingstoke (Hybrid Working)",1.0
"Senior Engineer, Architectural and HVAC (Fixed/Floating Platforms) - Basingstoke (hybrid working)",1.0
"Piping Engineer / Consultant (2 positions, one for LNG and one for FPSO) - Basingstoke (hybrid working)",1.0
"Static MECHANICAL  CONSULTANT - LNG, 12 Months min - Basingstoke (Hybrid working available)",1.0
"SENIOR ENGINEER, SUBSEA WELDING -12 Months min - Basingstoke (Hybrid working available)",1.0
"SENIOR ENGINEER, MATERIALS - Subsea- 12 Months min - Basingstoke (Hybrid working available)",1.0
"SENIOR ENGINEER, MATERIALS - Refinery exp - 12 months min- Basingstoke, (hybrid working available)",1.0
"SENIOR ENGINEER, PIPELINE WELDING - Agency - 12 Months min Basingstoke (Hybrid working available",1.0
MATERIALS CONSULTANT - LNG  12 months min - Basingstoke (hybrid working ),1.0
"Senior Engineer, Construction and Installation - Basingstoke (hybrid working)",1.0
Electrical Consultant LNG - Basingstoke (hybrid working),1.0
"SENIOR ENGINEER, MACHINERY - 12 months min- Basingstoke, UK (Hybrid working available)",1.0
"Senior Engineer, Electrical (FPSOs) - Basingstoke (hybrid working)",1.0
Admin Assistant / Secretary - Leatherhead (hybrid working),1.0
"HVAC Engineer - Leatherhead (Hybrid working (3 days office, 2 home working)",1.0
Senior Company Secretarial Officer - London Victoria (Hybrid Working),1.0
"PRINCIPAL ENGINEER - CONTROL & INSTRUMENTATION (PermanentÂ role based in Woking, Surrey)",1.0
"Lead Cost Control Specialist - Leatherhead (hybrid working 3 days office, 2 at home)",1.0
"Senior Engineer, Electrical & Instrumentation (hybrid working) - Liverpool Bay",1.0
"Principal ENVIRONMENTAL ENGINEER contract role based in Woking, Hybrid working",1.0
Process Consultant â€“ LNG - Basingstoke (hybrid working),1.0
"Principal TSE Engineer - Hazard Reviews, Woking Surrey, (Permanent role, Hybrid working)",1.0
"ENVIRONMENTAL ENGINEER Woking Surrey, Permanent role hybridÂ working",1.0
TechnicalÂ BidÂ EvaluationÂ Coordinator (Engineering Manager with Tender experience)Â - Basingstoke (Hybrid Working),1.0
